date,region,category,orders,revenue,active_users,churned_users
2025-07-06,North India,Fashion,11,13964.87,18,0
2025-07-07,North India,Fashion,8,14366.91,11,0
2025-07-08,North India,Fashion,9,9451.15,15,0
2025-07-09,North India,Fashion,4,6280.12,6,0
2025-07-10,North India,Fashion,12,19603.15,18,0
2025-07-11,North India,Fashion,4,5290.55,6,0
2025-07-12,North India,Fashion,8,7020.04,13,0
2025-07-13,North India,Fashion,8,12474.94,11,0
2025-07-14,North India,Fashion,4,4858.0,6,0
2025-07-15,North India,Fashion,9,9660.28,16,0
2025-07-16,North India,Fashion,5,5822.65,8,0
2025-07-17,North India,Fashion,5,8378.22,7,0
2025-07-18,North India,Fashion,7,8992.69,12,0
2025-07-19,North India,Fashion,12,17836.59,17,0
2025-07-20,North India,Fashion,16,38439.36,28,1
2025-07-21,North India,Fashion,5,7166.68,7,0
2025-07-22,North India,Fashion,7,8419.2,10,0
2025-07-23,North India,Fashion,5,7199.48,8,0
2025-07-24,North India,Fashion,7,11002.12,11,0
2025-07-25,North India,Fashion,8,10053.28,14,0
2025-07-26,North India,Fashion,5,7196.73,7,0
2025-07-27,North India,Fashion,8,10780.53,11,0
2025-07-28,North India,Fashion,5,9366.17,8,0
2025-07-29,North India,Fashion,7,8580.35,11,0
2025-07-30,North India,Fashion,9,10399.03,13,0
2025-07-31,North India,Fashion,5,8291.1,7,0
2025-08-01,North India,Fashion,7,13136.44,9,0
2025-08-02,North India,Fashion,18,25761.67,28,0
2025-08-03,North India,Fashion,7,8838.91,10,0
2025-08-04,North India,Fashion,5,7324.68,7,0
2025-08-05,North India,Fashion,6,8409.69,9,0
2025-08-06,North India,Fashion,8,8145.26,12,0
2025-08-07,North India,Fashion,5,7236.46,8,0
2025-08-08,North India,Fashion,6,7954.56,8,0
2025-08-09,North India,Fashion,7,8520.7,13,0
2025-08-10,North India,Fashion,6,9280.3,9,0
2025-08-11,North India,Fashion,11,21100.91,18,0
2025-08-12,North India,Fashion,13,18525.44,23,1
2025-08-13,North India,Fashion,9,15935.69,14,0
2025-08-14,North India,Fashion,6,7785.24,8,0
2025-08-15,North India,Fashion,7,13503.92,13,0
2025-08-16,North India,Fashion,7,13718.05,10,0
2025-08-17,North India,Fashion,8,13839.99,14,0
2025-08-18,North India,Fashion,4,6371.8,7,0
2025-08-19,North India,Fashion,2,3393.99,3,0
2025-08-20,North India,Fashion,7,9418.01,12,0
2025-08-21,North India,Fashion,8,11122.33,12,0
2025-08-22,North India,Fashion,7,13213.98,10,0
2025-08-23,North India,Fashion,12,23187.56,20,0
2025-08-24,North India,Fashion,8,9437.86,14,0
2025-08-25,North India,Fashion,7,14070.45,13,0
2025-08-26,North India,Fashion,4,4350.43,7,0
2025-08-27,North India,Fashion,8,11605.35,13,0
2025-08-28,North India,Fashion,10,19439.3,17,0
2025-08-29,North India,Fashion,5,5721.03,9,0
2025-08-30,North India,Fashion,20,31673.93,36,1
2025-08-31,North India,Fashion,9,7412.65,16,0
2025-09-01,North India,Fashion,3,5481.43,5,0
2025-09-02,North India,Fashion,6,10634.08,11,0
2025-09-03,North India,Fashion,6,8751.78,10,0
2025-09-04,North India,Fashion,4,8170.59,5,0
2025-09-05,North India,Fashion,9,13384.96,14,0
2025-09-06,North India,Fashion,14,15829.0,21,0
2025-09-07,North India,Fashion,7,8678.2,12,0
2025-09-08,North India,Fashion,11,12001.45,17,0
2025-09-09,North India,Fashion,12,12409.51,19,0
2025-09-10,North India,Fashion,8,10953.95,14,0
2025-09-11,North India,Fashion,2,2971.13,3,0
2025-09-12,North India,Fashion,5,7394.35,8,0
2025-09-13,North India,Fashion,7,12378.6,12,0
2025-09-14,North India,Fashion,4,4483.27,7,0
2025-09-15,North India,Fashion,5,6470.04,8,0
2025-09-16,North India,Fashion,4,8030.63,6,0
2025-09-17,North India,Fashion,6,7992.58,11,0
2025-09-18,North India,Fashion,4,6501.29,7,0
2025-09-19,North India,Fashion,8,13682.41,14,0
2025-09-20,North India,Fashion,8,6735.78,13,0
2025-09-21,North India,Fashion,6,5656.8,9,0
2025-09-22,North India,Fashion,5,6170.18,9,0
2025-09-23,North India,Fashion,4,6512.48,6,0
2025-09-24,North India,Fashion,8,13933.37,12,0
2025-09-25,North India,Fashion,5,5914.8,9,0
2025-09-26,North India,Fashion,7,9163.23,10,0
2025-09-27,North India,Fashion,6,9626.85,10,0
2025-09-28,North India,Fashion,17,21004.04,31,1
2025-09-29,North India,Fashion,7,11237.54,10,0
2025-09-30,North India,Fashion,7,7668.21,11,0
2025-10-01,North India,Fashion,9,14301.03,15,0
2025-10-02,North India,Fashion,7,11060.54,10,0
2025-10-03,North India,Fashion,9,11873.62,15,0
2025-10-04,North India,Fashion,16,24865.13,22,0
2025-10-05,North India,Fashion,13,23111.84,22,1
2025-10-06,North India,Fashion,8,8771.07,11,0
2025-10-07,North India,Fashion,14,16268.32,25,0
2025-10-08,North India,Fashion,8,8931.58,11,0
2025-10-09,North India,Fashion,9,13045.27,12,0
2025-10-10,North India,Fashion,9,12218.29,13,0
2025-10-11,North India,Fashion,17,18098.43,26,0
2025-10-12,North India,Fashion,16,20459.15,29,0
2025-10-13,North India,Fashion,13,12874.32,21,0
2025-10-14,North India,Fashion,11,19538.24,19,0
2025-10-15,North India,Fashion,9,17783.04,16,0
2025-10-16,North India,Fashion,10,16423.46,14,0
2025-10-17,North India,Fashion,15,25500.84,24,0
2025-10-18,North India,Fashion,17,32574.98,32,1
2025-10-19,North India,Fashion,16,30559.9,30,0
2025-10-20,North India,Fashion,11,14468.47,15,0
2025-10-21,North India,Fashion,10,11203.96,14,0
2025-10-22,North India,Fashion,8,14415.22,13,0
2025-10-23,North India,Fashion,13,21628.56,20,1
2025-10-24,North India,Fashion,9,12684.8,16,0
2025-10-25,North India,Fashion,19,34683.33,32,1
2025-10-26,North India,Fashion,15,25427.83,23,0
2025-10-27,North India,Fashion,4,4937.47,5,0
2025-10-28,North India,Fashion,19,21039.94,29,0
2025-10-29,North India,Fashion,14,17448.67,24,1
2025-10-30,North India,Fashion,16,18284.7,29,1
2025-10-31,North India,Fashion,13,12963.43,22,0
2025-11-01,North India,Fashion,20,27918.85,32,1
2025-11-02,North India,Fashion,24,26389.9,37,0
2025-11-03,North India,Fashion,8,14303.75,13,0
2025-11-04,North India,Fashion,16,25821.41,28,1
2025-11-05,North India,Fashion,10,10733.23,18,0
2025-11-06,North India,Fashion,10,11688.26,17,0
2025-11-07,North India,Fashion,11,16586.73,18,0
2025-11-08,North India,Fashion,13,17363.31,21,0
2025-11-09,North India,Fashion,15,22298.73,24,1
2025-11-10,North India,Fashion,11,17017.37,18,0
2025-11-11,North India,Fashion,9,9613.71,15,0
2025-11-12,North India,Fashion,17,23217.56,32,1
2025-11-13,North India,Fashion,12,17227.39,21,1
2025-11-14,North India,Fashion,12,18017.67,22,0
2025-11-15,North India,Fashion,14,13317.55,20,0
2025-11-16,North India,Fashion,14,22565.86,19,1
2025-11-17,North India,Fashion,13,19439.75,18,1
2025-11-18,North India,Fashion,11,18039.37,17,0
2025-11-19,North India,Fashion,9,12152.58,15,0
2025-11-20,North India,Fashion,5,4473.44,7,0
2025-11-21,North India,Fashion,10,14355.0,18,0
2025-11-22,North India,Fashion,26,35947.62,45,1
2025-11-23,North India,Fashion,24,35696.63,43,0
2025-11-24,North India,Fashion,7,7729.66,10,0
2025-11-25,North India,Fashion,7,12308.56,13,0
2025-11-26,North India,Fashion,8,9134.61,12,0
2025-11-27,North India,Fashion,10,18368.75,15,0
2025-11-28,North India,Fashion,11,23744.39,17,0
2025-11-29,North India,Fashion,9,14720.09,13,0
2025-11-30,North India,Fashion,17,26940.73,31,1
2025-12-01,North India,Fashion,2,2976.05,3,0
2025-12-02,North India,Fashion,7,13252.67,12,0
2025-12-03,North India,Fashion,4,6384.19,5,0
2025-12-04,North India,Fashion,5,7586.17,9,0
2025-12-05,North India,Fashion,6,8378.07,9,0
2025-12-06,North India,Fashion,10,12766.92,18,0
2025-12-07,North India,Fashion,10,22158.13,15,0
2025-12-08,North India,Fashion,3,4578.68,4,0
2025-12-09,North India,Fashion,9,6755.09,13,0
2025-12-10,North India,Fashion,11,17150.07,19,0
2025-12-11,North India,Fashion,9,13025.07,15,0
2025-12-12,North India,Fashion,8,6907.14,14,0
2025-12-13,North India,Fashion,8,14994.82,11,0
2025-12-14,North India,Fashion,7,9155.01,11,0
2025-12-15,North India,Fashion,6,8813.15,9,0
2025-12-16,North India,Fashion,8,9649.09,11,0
2025-12-17,North India,Fashion,4,3936.68,7,0
2025-12-18,North India,Fashion,6,12008.66,11,0
2025-12-19,North India,Fashion,9,17929.35,15,0
2025-12-20,North India,Fashion,13,20560.87,20,0
2025-12-21,North India,Fashion,11,16035.6,18,0
2025-12-22,North India,Fashion,7,9331.12,10,0
2025-12-23,North India,Fashion,4,6103.12,7,0
2025-12-24,North India,Fashion,9,14559.81,17,0
2025-12-25,North India,Fashion,7,12592.95,11,0
2025-12-26,North India,Fashion,5,9203.0,8,0
2025-12-27,North India,Fashion,19,36711.68,31,1
2025-12-28,North India,Fashion,14,15933.98,19,0
2025-12-29,North India,Fashion,11,12704.6,16,0
2025-12-30,North India,Fashion,8,16045.38,14,0
2025-12-31,North India,Fashion,5,7629.03,7,0
2024-01-01,North India,Home & Living,1,2080.69,1,0
2024-01-02,North India,Home & Living,4,7081.65,7,0
2024-01-03,North India,Home & Living,6,9136.8,8,0
2024-01-04,North India,Home & Living,3,6004.61,4,0
2024-01-05,North India,Home & Living,5,11903.42,8,0
2024-01-06,North India,Home & Living,5,8635.59,9,0
2024-01-07,North India,Home & Living,8,18282.0,12,0
2024-01-08,North India,Home & Living,3,5020.0,4,0
2024-01-09,North India,Home & Living,1,2665.82,1,0
2024-01-10,North India,Home & Living,8,16106.06,14,0
2024-01-11,North India,Home & Living,6,10802.83,11,0
2024-01-12,North India,Home & Living,4,6579.09,6,0
2024-01-13,North India,Home & Living,11,25117.94,15,0
2024-01-14,North India,Home & Living,8,18492.65,11,0
2024-01-15,North India,Home & Living,8,16416.42,13,0
2024-01-16,North India,Home & Living,1,1934.5,1,0
2024-01-17,North India,Home & Living,3,6349.65,4,0
2024-01-18,North India,Home & Living,3,5178.8,5,0
2024-01-19,North India,Home & Living,2,3497.7,3,0
2024-01-20,North India,Home & Living,8,15550.15,13,0
2024-01-21,North India,Home & Living,7,13128.52,10,0
2024-01-23,North India,Home & Living,4,6680.25,6,0
2024-01-24,North India,Home & Living,6,10485.8,9,0
2024-01-25,North India,Home & Living,4,5374.65,6,0
2024-01-26,North India,Home & Living,3,5176.62,5,0
2024-01-27,North India,Home & Living,6,12062.82,10,0
2024-01-28,North India,Home & Living,7,8936.35,10,0
2024-01-29,North India,Home & Living,3,4224.33,4,0
2024-01-30,North India,Home & Living,4,7337.03,7,0
2024-01-31,North India,Home & Living,8,15232.6,12,0
2024-02-01,North India,Home & Living,5,9170.86,9,0
2024-02-02,North India,Home & Living,6,10029.95,11,0
2024-02-03,North India,Home & Living,3,3770.06,5,0
2024-02-04,North India,Home & Living,11,15200.96,17,0
2024-02-05,North India,Home & Living,3,4797.03,4,0
2024-02-06,North India,Home & Living,7,12429.04,11,0
2024-02-07,North India,Home & Living,1,1721.4,1,0
2024-02-08,North India,Home & Living,2,4658.2,3,0
2024-02-09,North India,Home & Living,2,3860.96,3,0
2024-02-10,North India,Home & Living,5,9356.58,8,0
2024-02-11,North India,Home & Living,8,19889.74,14,0
2024-02-12,North India,Home & Living,6,10627.34,8,0
2024-02-13,North India,Home & Living,6,11422.73,9,0
2024-02-14,North India,Home & Living,10,19510.59,16,0
2024-02-15,North India,Home & Living,3,6996.61,4,0
2024-02-16,North India,Home & Living,5,10459.7,9,0
2024-02-17,North India,Home & Living,9,9894.14,17,0
2024-02-18,North India,Home & Living,15,22380.76,21,0
2024-02-20,North India,Home & Living,7,14458.22,10,0
2024-02-21,North India,Home & Living,4,6246.97,5,0
2024-02-22,North India,Home & Living,4,7143.82,6,0
2024-02-23,North India,Home & Living,4,8387.82,6,0
2024-02-24,North India,Home & Living,5,8554.25,8,0
2024-02-25,North India,Home & Living,10,16200.31,16,0
2024-02-26,North India,Home & Living,1,1418.65,1,0
2024-02-27,North India,Home & Living,3,5617.62,5,0
2024-02-28,North India,Home & Living,6,13162.4,9,0
2024-02-29,North India,Home & Living,6,12265.33,9,0
2024-03-01,North India,Home & Living,5,5937.06,8,0
2024-03-02,North India,Home & Living,9,16544.74,13,0
2024-03-03,North India,Home & Living,10,14978.8,17,0
2024-03-04,North India,Home & Living,5,10550.28,7,0
2024-03-05,North India,Home & Living,6,13789.63,8,0
2024-03-06,North India,Home & Living,3,7052.37,4,0
2024-03-07,North India,Home & Living,7,17836.24,10,0
2024-03-08,North India,Home & Living,7,12226.05,11,0
2024-03-09,North India,Home & Living,11,25063.41,20,0
2024-03-10,North India,Home & Living,5,10799.94,7,0
2024-03-11,North India,Home & Living,5,10106.17,9,0
2024-03-12,North India,Home & Living,3,5490.19,4,0
2024-03-13,North India,Home & Living,5,9925.73,7,0
2024-03-14,North India,Home & Living,4,5561.92,6,0
2024-03-15,North India,Home & Living,2,3817.79,3,0
2024-03-16,North India,Home & Living,5,8003.41,7,0
2024-03-17,North India,Home & Living,4,4911.63,6,0
2024-03-18,North India,Home & Living,7,12110.15,13,0
2024-03-19,North India,Home & Living,5,6921.37,9,0
2024-03-20,North India,Home & Living,4,9707.86,6,0
2024-03-21,North India,Home & Living,9,21508.03,15,0
2024-03-22,North India,Home & Living,7,16275.14,11,0
2024-03-23,North India,Home & Living,9,20242.99,15,0
2024-03-24,North India,Home & Living,7,9419.37,11,0
2024-03-25,North India,Home & Living,7,13276.81,9,0
2024-03-26,North India,Home & Living,3,6725.11,4,0
2024-03-27,North India,Home & Living,4,6112.06,7,0
2024-03-28,North India,Home & Living,6,10552.78,9,0
2024-03-29,North India,Home & Living,4,4423.62,7,0
2024-03-30,North India,Home & Living,9,14111.88,15,0
2024-03-31,North India,Home & Living,5,11074.91,8,0
2024-04-01,North India,Home & Living,4,5528.3,7,0
2024-04-02,North India,Home & Living,3,4462.07,5,0
2024-04-03,North India,Home & Living,6,12072.3,9,0
2024-04-04,North India,Home & Living,4,6977.4,6,0
2024-04-05,North India,Home & Living,3,6684.32,5,0
2024-04-06,North India,Home & Living,5,9260.67,8,0
2024-04-07,North India,Home & Living,6,11793.42,11,0
2024-04-08,North India,Home & Living,5,8601.01,7,0
2024-04-09,North India,Home & Living,5,9423.51,8,0
2024-04-10,North India,Home & Living,5,10872.98,7,0
2024-04-11,North India,Home & Living,3,5133.03,5,0
2024-04-12,North India,Home & Living,4,6044.7,6,0
2024-04-13,North India,Home & Living,6,9964.97,8,0
2024-04-14,North India,Home & Living,7,13681.95,11,0
2024-04-15,North India,Home & Living,1,1628.4,1,0
2024-04-16,North India,Home & Living,4,6573.58,7,0
2024-04-17,North India,Home & Living,6,10107.73,11,0
2024-04-18,North India,Home & Living,3,5069.17,4,0
2024-04-19,North India,Home & Living,5,8272.39,8,0
2024-04-20,North India,Home & Living,5,8565.26,7,0
2024-04-21,North India,Home & Living,5,6979.13,9,0
2024-04-22,North India,Home & Living,6,7531.42,11,0
2024-04-23,North India,Home & Living,4,8029.92,7,0
2024-04-24,North India,Home & Living,2,3260.02,3,0
2024-04-25,North India,Home & Living,4,7006.75,6,0
2024-04-26,North India,Home & Living,4,8729.34,7,0
2024-04-27,North India,Home & Living,6,11492.19,8,0
2024-04-28,North India,Home & Living,5,9763.76,8,0
2024-04-29,North India,Home & Living,4,6801.05,7,0
2024-04-30,North India,Home & Living,3,5546.88,5,0
2024-05-01,North India,Home & Living,7,18143.86,11,0
2024-05-02,North India,Home & Living,4,6609.36,7,0
2024-05-03,North India,Home & Living,6,9667.82,8,0
2024-05-04,North India,Home & Living,5,6779.33,8,0
2024-05-05,North India,Home & Living,6,13812.64,10,0
2024-05-06,North India,Home & Living,3,6563.65,4,0
2024-05-07,North India,Home & Living,9,15449.47,16,0
2024-05-08,North India,Home & Living,6,11190.91,11,0
2024-05-09,North India,Home & Living,2,3815.76,3,0
2024-05-10,North India,Home & Living,7,14284.66,12,0
2024-05-11,North India,Home & Living,9,18938.76,12,0
2024-05-12,North India,Home & Living,8,14186.79,14,0
2024-05-13,North India,Home & Living,7,12470.65,12,0
2024-05-14,North India,Home & Living,7,11501.94,10,0
2024-05-15,North India,Home & Living,3,4866.85,5,0
2024-05-16,North India,Home & Living,2,3242.13,2,0
2024-05-17,North India,Home & Living,2,2978.55,3,0
2024-05-18,North India,Home & Living,14,21734.46,22,0
2024-05-19,North India,Home & Living,8,15049.12,12,0
2024-05-20,North India,Home & Living,5,8111.52,8,0
2024-05-21,North India,Home & Living,8,17967.71,13,0
2024-05-22,North India,Home & Living,4,5215.82,6,0
2024-05-23,North India,Home & Living,4,7093.46,6,0
2024-05-24,North India,Home & Living,6,13055.08,9,0
2024-05-25,North India,Home & Living,4,9354.56,6,0
2024-05-26,North India,Home & Living,7,12002.18,12,0
2024-05-27,North India,Home & Living,4,7266.44,7,0
2024-05-28,North India,Home & Living,3,5063.42,4,0
2024-05-29,North India,Home & Living,3,5133.67,4,0
2024-05-30,North India,Home & Living,3,6100.02,4,0
2024-05-31,North India,Home & Living,7,11472.84,11,0
2024-06-01,North India,Home & Living,4,8929.2,7,0
2024-06-02,North India,Home & Living,7,11003.96,11,0
2024-06-03,North India,Home & Living,2,4325.24,3,0
2024-06-04,North India,Home & Living,6,9608.19,9,0
2024-06-05,North India,Home & Living,5,7237.99,7,0
2024-06-06,North India,Home & Living,3,5462.06,4,0
2024-06-07,North India,Home & Living,5,10915.57,7,0
2024-06-08,North India,Home & Living,12,26316.55,20,0
2024-06-09,North India,Home & Living,2,3078.14,3,0
2024-06-10,North India,Home & Living,8,11873.62,15,0
2024-06-11,North India,Home & Living,2,4934.66,3,0
2024-06-12,North India,Home & Living,1,1909.14,1,0
2024-06-13,North India,Home & Living,3,4150.29,5,0
2024-06-14,North India,Home & Living,3,6672.25,5,0
2024-06-15,North India,Home & Living,12,19375.0,20,0
2024-06-16,North India,Home & Living,5,8228.74,8,0
2024-06-17,North India,Home & Living,4,8303.8,7,0
2024-06-18,North India,Home & Living,2,2438.53,3,0
2024-06-19,North India,Home & Living,5,7653.27,7,0
2024-06-20,North India,Home & Living,2,4405.23,3,0
2024-06-21,North India,Home & Living,6,6276.65,11,0
2024-06-22,North India,Home & Living,6,13642.55,9,0
2024-06-23,North India,Home & Living,4,8110.72,6,0
2024-06-24,North India,Home & Living,4,7148.75,6,0
2024-06-25,North India,Home & Living,4,7895.26,6,0
2024-06-26,North India,Home & Living,4,7347.11,5,0
2024-06-27,North India,Home & Living,5,6362.07,8,0
2024-06-28,North India,Home & Living,5,11561.57,9,0
2024-06-29,North India,Home & Living,10,14200.0,18,0
2024-06-30,North India,Home & Living,7,16051.0,11,0
2024-07-01,North India,Home & Living,4,5213.49,7,0
2024-07-02,North India,Home & Living,2,3548.48,3,0
2024-07-03,North India,Home & Living,3,3978.69,5,0
2024-07-04,North India,Home & Living,5,9955.1,9,0
2024-07-05,North India,Home & Living,5,7786.81,7,0
2024-07-06,North India,Home & Living,12,23389.48,21,0
2024-07-07,North India,Home & Living,10,13963.15,18,0
2024-07-08,North India,Home & Living,7,13438.47,13,0
2024-07-09,North India,Home & Living,8,14652.87,11,0
2024-07-10,North India,Home & Living,6,10497.9,9,0
2024-07-11,North India,Home & Living,5,6815.41,7,0
2024-07-12,North India,Home & Living,6,12206.03,9,0
2024-07-13,North India,Home & Living,11,15663.56,19,1
2024-07-14,North India,Home & Living,3,5206.16,5,0
2024-07-15,North India,Home & Living,2,2870.86,3,0
2024-07-16,North India,Home & Living,9,16868.15,15,0
2024-07-17,North India,Home & Living,3,6293.11,5,0
2024-07-18,North India,Home & Living,8,13488.69,13,0
2024-07-19,North India,Home & Living,5,10454.06,7,0
2024-07-20,North India,Home & Living,3,5773.19,4,0
2024-07-21,North India,Home & Living,14,23458.67,25,0
2024-07-22,North India,Home & Living,12,22654.75,17,0
2024-07-23,North India,Home & Living,4,7711.68,6,0
2024-07-24,North India,Home & Living,3,5182.93,4,0
2024-07-25,North India,Home & Living,3,5372.99,5,0
2024-07-26,North India,Home & Living,6,10829.52,9,0
2024-07-27,North India,Home & Living,7,16987.9,13,0
2024-07-28,North India,Home & Living,15,25823.19,26,0
2024-07-29,North India,Home & Living,4,5391.43,7,0
2024-07-30,North India,Home & Living,6,10504.03,9,0
2024-07-31,North India,Home & Living,5,9261.22,9,0
2024-08-01,North India,Home & Living,5,9127.28,8,0
2024-08-02,North India,Home & Living,1,1473.74,1,0
2024-08-03,North India,Home & Living,7,10112.98,12,0
2024-08-04,North India,Home & Living,6,9091.4,8,0
2024-08-05,North India,Home & Living,2,4165.13,3,0
2024-08-06,North India,Home & Living,1,1424.28,1,0
2024-08-07,North India,Home & Living,3,6955.44,4,0
2024-08-08,North India,Home & Living,5,7699.04,7,0
2024-08-09,North India,Home & Living,7,14052.62,12,0
2024-08-10,North India,Home & Living,5,7368.58,7,0
2024-08-11,North India,Home & Living,7,12881.58,9,0
2024-08-12,North India,Home & Living,3,4628.76,4,0
2024-08-13,North India,Home & Living,4,8615.74,7,0
2024-08-14,North India,Home & Living,5,8962.99,8,0
2024-08-15,North India,Home & Living,4,6300.19,7,0
2024-08-16,North India,Home & Living,4,5123.53,5,0
2024-08-17,North India,Home & Living,8,14443.22,12,0
2024-08-18,North India,Home & Living,8,13602.61,13,0
2024-08-19,North India,Home & Living,5,7322.92,7,0
2024-08-20,North India,Home & Living,2,2743.05,3,0
2024-08-21,North India,Home & Living,3,4828.88,4,0
2024-08-22,North India,Home & Living,3,5903.33,4,0
2024-08-23,North India,Home & Living,8,18734.09,13,0
2024-08-24,North India,Home & Living,6,11319.59,8,0
2024-08-25,North India,Home & Living,8,16040.1,11,0
2024-08-26,North India,Home & Living,5,8281.84,7,0
2024-08-27,North India,Home & Living,4,6048.26,7,0
2024-08-28,North India,Home & Living,5,7862.15,9,0
2024-08-29,North India,Home & Living,5,9778.86,9,0
2024-08-30,North India,Home & Living,8,13413.41,12,0
2024-08-31,North India,Home & Living,10,19474.62,18,0
2024-09-01,North India,Home & Living,10,20262.85,16,0
2024-09-02,North India,Home & Living,5,10796.6,9,0
2024-09-03,North India,Home & Living,2,3677.86,3,0
2024-09-04,North India,Home & Living,2,3459.44,3,0
2024-09-05,North India,Home & Living,9,18221.49,15,0
2024-09-06,North India,Home & Living,2,4854.55,2,0
2024-09-07,North India,Home & Living,4,7857.31,7,0
2024-09-08,North India,Home & Living,5,9285.47,8,0
2024-09-09,North India,Home & Living,6,13772.3,11,0
2024-09-10,North India,Home & Living,5,5591.13,9,0
2024-09-11,North India,Home & Living,7,14974.17,10,0
2024-09-12,North India,Home & Living,3,4067.74,5,0
2024-09-13,North India,Home & Living,5,9193.5,8,0
2024-09-14,North India,Home & Living,7,12223.18,11,0
2024-09-15,North India,Home & Living,5,10154.49,9,0
2024-09-16,North India,Home & Living,5,7402.62,7,0
2024-09-17,North India,Home & Living,7,11686.8,11,0
2024-09-18,North India,Home & Living,2,3007.38,2,0
2024-09-19,North India,Home & Living,4,7697.95,7,0
2024-09-20,North India,Home & Living,8,11724.77,13,0
2024-09-21,North India,Home & Living,2,3849.46,3,0
2024-09-22,North India,Home & Living,6,9030.15,10,0
2024-09-23,North India,Home & Living,8,16116.0,12,0
2024-09-24,North India,Home & Living,5,8206.79,7,0
2024-09-25,North India,Home & Living,3,5698.0,5,0
2024-09-26,North India,Home & Living,3,5969.6,4,0
2024-09-27,North India,Home & Living,4,6587.3,6,0
2024-09-28,North India,Home & Living,8,16421.39,11,0
2024-09-29,North India,Home & Living,7,15833.56,12,0
2024-09-30,North India,Home & Living,6,13954.85,8,0
2024-10-01,North India,Home & Living,9,16972.58,13,0
2024-10-02,North India,Home & Living,7,16656.11,10,0
2024-10-03,North India,Home & Living,9,13153.18,14,0
2024-10-04,North India,Home & Living,7,10048.64,11,0
2024-10-05,North India,Home & Living,6,13505.13,10,0
2024-10-06,North India,Home & Living,12,28932.36,19,0
2024-10-07,North India,Home & Living,10,17264.38,14,0
2024-10-08,North India,Home & Living,9,14846.16,17,0
2024-10-09,North India,Home & Living,4,4443.49,5,0
2024-10-10,North India,Home & Living,6,8840.68,10,0
2024-10-11,North India,Home & Living,9,9564.06,15,0
2024-10-12,North India,Home & Living,19,38821.02,27,1
2024-10-13,North India,Home & Living,8,14863.56,13,0
2024-10-14,North India,Home & Living,8,14995.88,15,0
2024-10-15,North India,Home & Living,6,8158.93,10,0
2024-10-16,North India,Home & Living,6,9664.57,10,0
2024-10-17,North India,Home & Living,7,12603.67,9,0
2024-10-18,North India,Home & Living,13,19334.52,22,0
2024-10-19,North India,Home & Living,8,14826.09,15,0
2024-10-20,North India,Home & Living,10,14964.15,18,1
2024-10-21,North India,Home & Living,4,8893.95,5,0
2024-10-22,North India,Home & Living,4,5501.32,7,0
2024-10-23,North India,Home & Living,10,22683.31,15,0
2024-10-24,North India,Home & Living,6,9104.24,8,0
2024-10-25,North India,Home & Living,5,9425.85,7,0
2024-10-26,North India,Home & Living,9,16378.35,13,0
2024-10-27,North India,Home & Living,14,17764.04,20,0
2024-10-28,North India,Home & Living,10,15957.51,18,0
2024-10-29,North India,Home & Living,9,15907.92,17,0
2024-10-30,North India,Home & Living,12,16762.22,19,0
2024-10-31,North India,Home & Living,12,20028.17,16,0
2024-11-01,North India,Home & Living,12,18742.71,19,1
2024-11-02,North India,Home & Living,7,8825.72,10,0
2024-11-03,North India,Home & Living,8,18081.67,11,0
2024-11-04,North India,Home & Living,10,12771.47,14,0
2024-11-05,North India,Home & Living,7,11773.55,12,0
2024-11-06,North India,Home & Living,5,8670.76,8,0
2024-11-07,North India,Home & Living,12,21052.68,20,0
2024-11-08,North India,Home & Living,8,14710.71,13,0
2024-11-09,North India,Home & Living,5,8919.58,7,0
2024-11-10,North India,Home & Living,13,34912.42,22,0
2024-11-11,North India,Home & Living,6,15419.64,9,0
2024-11-12,North India,Home & Living,9,19581.31,14,0
2024-11-13,North India,Home & Living,5,13017.81,7,0
2024-11-14,North India,Home & Living,5,8354.5,7,0
2024-11-15,North India,Home & Living,6,14433.36,9,0
2024-11-16,North India,Home & Living,10,14944.92,15,0
2024-11-17,North India,Home & Living,9,17630.73,14,0
2024-11-18,North India,Home & Living,3,6041.3,4,0
2024-11-19,North India,Home & Living,9,13193.44,12,0
2024-11-20,North India,Home & Living,6,14668.92,9,0
2024-11-21,North India,Home & Living,5,9019.06,7,0
2024-11-22,North India,Home & Living,10,18844.12,16,0
2024-11-23,North India,Home & Living,9,16918.34,13,0
2024-11-24,North India,Home & Living,9,16975.79,16,0
2024-11-25,North India,Home & Living,10,16145.59,18,0
2024-11-26,North India,Home & Living,6,12461.83,9,0
2024-11-27,North India,Home & Living,7,13711.27,10,0
2024-11-28,North India,Home & Living,13,21668.92,23,0
2024-11-29,North India,Home & Living,9,16964.66,13,0
2024-11-30,North India,Home & Living,15,33323.16,23,1
2024-12-01,North India,Home & Living,9,12635.49,16,0
2024-12-02,North India,Home & Living,3,5748.54,5,0
2024-12-03,North India,Home & Living,5,7749.8,9,0
2024-12-04,North India,Home & Living,4,8130.25,7,0
2024-12-05,North India,Home & Living,4,7083.84,6,0
2024-12-06,North India,Home & Living,5,10531.93,8,0
2024-12-07,North India,Home & Living,3,6087.04,4,0
2024-12-08,North India,Home & Living,9,14922.0,16,0
2024-12-09,North India,Home & Living,5,10194.34,8,0
2024-12-10,North India,Home & Living,7,13301.17,10,0
2024-12-11,North India,Home & Living,6,11741.09,8,0
2024-12-12,North India,Home & Living,3,4150.17,4,0
